Cong ID,Congregation Name,Number of Youth Male,Number of Youth Female,Number of Youth Nonbinary,Number of Youth Gender Non-Conforming,Number of Adult Male,Number of Adult Female,Number of Adult Nonbinary,Number of Adult Gender Non-Conforming,Number of MYLE participants,Number of the tAble participants,Doubles Requested,Kings Requested,Priority Incentive,Hotel Price Range,Hotel Location
11449,Aardahl Lutheran Church,1,,,,,1,,,,2,,1,Hotel price,$140-150 + tax,Superdome
4755,Abiding Christ Lutheran Church,3,2,,,1,1,,,,,,,,,
30906,Abiding Grace Lutheran Church,1,8,,,2,1,,1,,,4,3,Hotel location,$166-185 + tax,Convention Center
16407,Abiding Hope Lutheran Church,14,19,,,2,8,,,,,9,4,Hotel location,$166-185 + tax,Downtown
16162,Abiding Love Lutheran Church,2,3,,1,1,2,,,,,4,1,Hotel price,$151-165 + tax,Downtown
3736,Abiding Presence Lutheran Church,2,1,,,1,1,,,,,2,1,Hotel location,$140-150 + tax,French Quarter
30130,Abiding Presence Lutheran Church,4,2,,,1,2,,,,,2,2,Accompaniment experience,$151-165 + tax,Downtown
7573,Abiding Presence Lutheran Church,3,8,,,2,2,,,,2,5,,Hotel location,$151-165 + tax,Downtown
11864,Abiding Savior Lutheran Church,,,,,1,1,,,,,,,,,
4538,Advent Evangelical Lutheran Church,2,3,,2,1,1,,,,,2,1,Accompaniment experience,$166-185 + tax,Superdome
7751,Advent Lutheran Church,3,1,,,1,1,,,,,,,,,
7224,Advent Lutheran Church,1,,,,1,,,,,,,1,Hotel price,$140-150 + tax,Superdome
7587,Advent Lutheran Church,,2,,,1,1,,,,,,3,Accompaniment experience,$151-165 + tax,Downtown
30694,Advent Lutheran Church,,1,,,1,,,,,,1,,Hotel price,$140-150 + tax,Superdome
13889,Advent Lutheran Church,5,,,,1,1,,,,,1,3,Hotel location,$151-165 + tax,Downtown
5127,Advent Lutheran Church,1,3,,,1,1,,,,,2,1,Hotel location,$151-165 + tax,Convention Center
12922,Advent Lutheran Church,3,5,,,1,2,,,,,3,,,,
5476,Advent Lutheran Church,1,2,,,1,2,,,,,3,,Hotel location,$151-165 + tax,Superdome
5827,Advent Lutheran Church,2,2,,,1,2,,,,,5,,Hotel location,$166-185 + tax,Superdome
700,Advent Lutheran Church Of Goschenhoppen,1,3,,,,2,,,,,3,,Accompaniment experience,$166-185 + tax,Downtown
7716,All Saints Lutheran Church,4,4,,,2,1,,,,,2,2,Hotel location,$151-165 + tax,French Quarter
7468,All Saints Lutheran Church,1,9,,,4,1,,,,,8,,Hotel location,$166-185 + tax,Superdome
4535,All Saints Lutheran Church,11,19,,,4,2,,,,,12,1,Hotel location,$166-185 + tax,Superdome
30044,All Shepherds Lutheran Church,4,5,,,1,2,,,,,3,2,Accompaniment experience,$151-165 + tax,Superdome
758,Allegheny Lutheran Church,4,12,,1,2,8,,,,,8,,Hotel location,$151-165 + tax,French Quarter
30201,Alleluia Lutheran Church,1,2,,,1,,,1,,,3,1,Accompaniment experience,$151-165 + tax,Downtown
30421,Alleluia Lutheran Church,17,17,,,2,5,,,,,13,4,Hotel location,$166-185 + tax,Downtown
16241,Amazing Grace Lutheran Church,,,,,1,,,,,,,,,,
16014,Amazing Grace Lutheran Church,7,12,,,2,5,,,,,8,,Hotel price,$140-150 + tax,Downtown
12243,American Lutheran Church,3,2,,,1,1,,,,,2,,Hotel price,$140-150 + tax,Downtown
13646,American Lutheran Church,3,4,,,1,1,,,,,3,1,Accompaniment experience,$166-185 + tax,Superdome
11011,American Lutheran Church,1,5,,,1,2,,,,,4,,Hotel location,$140-150 + tax,Downtown
10009,American Lutheran Church,4,9,,,1,2,,,,,7,,Hotel location,$166-185 + tax,Downtown
10110,American Lutheran Church,13,13,,,3,7,,,,,10,,Hotel location,$166-185 + tax,Downtown
1661,Andover Lutheran Church,,3,,,,3,,,,,2,,Accompaniment experience,$166-185 + tax,Downtown
1751,Apostles Lutheran Church,,3,,,1,2,,,,,3,,Hotel location,$151-165 + tax,Superdome
22,Ascención Lutheran Church,3,3,,,1,1,,,8,,2,,Hotel price,$151-165 + tax,Downtown
5187,Ascension Lutheran Church,4,,,1,,2,,,,,,,,,
12902,Ascension Lutheran Church,,1,,,,2,,,,,,,,,
13522,Ascension Lutheran Church,1,4,,,1,3,,,,,,,,,
3926,Ascension Lutheran Church,5,3,,,1,1,,,,,2,2,Hotel location,$166-185 + tax,Downtown
13865,Ascension Lutheran Church,1,1,,,1,1,,,4,,3,1,,,
10052,Ascension Lutheran Church,4,4,,,1,3,,,,,3,1,Hotel location,$151-165 + tax,Downtown
13366,Ascension Lutheran Church,5,4,,,2,3,,,,,4,,Hotel location,$151-165 + tax,Convention Center
20269,Ascension Lutheran Church,10,2,,,2,3,,,7,,4,1,Hotel location,,
11367,Ascension Lutheran Church,2,15,,,4,6,,,,,7,3,Hotel location,$151-165 + tax,Superdome
16457,Ascension Lutheran Church,16,7,,1,4,3,,,,,10,,Hotel location,$166-185 + tax,Convention Center
14428,Atonement Lutheran Church,3,,,,3,,,,,,2,,,,
16452,Atonement Lutheran Church,,,,,1,,,,,,2,,Accompaniment experience,$140-150 + tax,French Quarter
14758,Atonement Lutheran Church,2,2,,1,1,1,,,,,2,1,Accompaniment experience,$151-165 + tax,Superdome
13351,Atonement Lutheran Church,,7,,,1,2,,,,,3,1,Hotel location,$151-165 + tax,Convention Center
10197,Atonement Lutheran Church,4,5,,,2,1,,,,,6,,Hotel location,$151-165 + tax,Downtown
4130,Augsburg Lutheran Church,5,4,,,2,3,,,,,5,,Hotel location,$166-185 + tax,French Quarter
16176,Augustana Campus Congregation Lutheran Church,78,126,,,19,46,,1,1,,85,5,Hotel location,$166-185 + tax,Downtown
5464,Augustana Lutheran Church,3,2,,,1,2,,1,,,2,4,Accompaniment experience,$151-165 + tax,French Quarter
2458,Augustana Lutheran Church,2,2,,,1,2,,,,2,3,,Hotel location,$151-165 + tax,Downtown
3174,Augustana Lutheran Church,9,5,,,1,3,,,,,5,1,Hotel location,$151-165 + tax,Convention Center
14612,Barneveld Lutheran Church,1,2,,,,4,,,,,3,1,Hotel location,$151-165 + tax,French Quarter
14565,Bay View Lutheran Church,4,5,,,1,3,,,,,5,1,Hotel location,$151-165 + tax,Downtown
7490,Beautiful Savior Lutheran Church,1,1,,,,1,,,,,1,1,Hotel location,$140-150 + tax,Downtown
7226,Beaver Lutheran Church,3,2,,,1,2,,,,,3,1,Accompaniment experience,$166-185 + tax,French Quarter
13519,Bergen Lutheran Church,3,3,,,,1,,,,,2,1,Accompaniment experience,$166-185 + tax,French Quarter
12,Betel Lutheran Church,1,1,,,,1,,,,,,,,,
5080,Bethania Evangelical Lutheran Church,3,5,,,1,2,,,,,3,1,Hotel location,$166-185 + tax,French Quarter
1979,Bethany Lutheran Church,3,3,,,1,1,,,,,,,,,
12160,Bethany Lutheran Church,,4,,,,3,,,,,2,,Accompaniment experience,$140-150 + tax,Superdome
2417,Bethany Lutheran Church,2,3,,,1,3,,,,,2,2,Accompaniment experience,$151-165 + tax,French Quarter
5326,Bethany Lutheran Church,4,2,,,1,2,,1,,,2,2,Hotel price,$140-150 + tax,French Quarter
12669,Bethany Lutheran Church,,7,,,1,2,,,,,2,4,Hotel location,$166-185 + tax,Downtown
1576,Bethany Lutheran Church,3,5,,,1,1,,,,,3,2,Hotel location,$166-185 + tax,French Quarter
1958,Bethany Lutheran Church,8,4,,,2,1,,,,,5,,Hotel location,$151-165 + tax,Convention Center
2066,Bethany Lutheran Church,1,4,,,1,2,,,,,5,,Hotel location,$151-165 + tax,Superdome
11634,Bethany Lutheran Church,3,8,,,2,2,,,,,6,,Hotel location,$166-185 + tax,Superdome
5472,Bethany Lutheran Church,6,8,,2,2,2,,,,,6,2,Hotel location,$151-165 + tax,French Quarter
14529,Bethany Lutheran Church,2,16,,,,4,,,,,8,2,Hotel location,$166-185 + tax,Downtown
12183,Bethel Lutheran Church,,3,,,,1,,,,,1,,Hotel price,$151-165 + tax,French Quarter
10576,Bethel Lutheran Church,,2,,,,2,,,,,1,1,Hotel location,$151-165 + tax,Downtown
20169,Bethel Lutheran Church,,2,,,1,2,,,,,2,1,Accompaniment experience,$166-185 + tax,Downtown
6115,Bethel Lutheran Church,3,2,,,2,1,,,,,2,2,Hotel location,$166-185 + tax,Downtown
10973,Bethel Lutheran Church,2,3,,,1,2,,,,,3,1,Accompaniment experience,$151-165 + tax,Superdome
13198,Bethel Lutheran Church,5,2,,,1,1,,,,,4,,Hotel price,$166-185 + tax,Superdome
4843,Bethel Lutheran Church,4,1,,,2,2,,,,,4,1,Hotel location,$166-185 + tax,Convention Center
11881,Bethel Lutheran Church,4,6,,1,1,1,,,,,5,1,Hotel location,$151-165 + tax,Superdome
13791,Bethel Lutheran Church,5,6,,,1,2,,,,,6,,Hotel location,$151-165 + tax,Downtown
6034,Bethel Lutheran Church,9,2,,1,2,2,,,,,6,,Hotel price,$151-165 + tax,Downtown
12528,Bethel Lutheran Church,5,21,,,2,5,,,,,7,4,Hotel location,$166-185 + tax,Superdome
2905,Bethesda Evangelical Lutheran Church,1,2,,,1,,,,,,1,,Hotel location,$140-150 + tax,Superdome
3211,Bethesda Lutheran Church,5,4,,,1,1,,,,,3,1,Accompaniment experience,$151-165 + tax,Downtown
2879,Bethlehem Lutheran Church,,,,,1,,,,,,,,,,
10160,Bethlehem Lutheran Church,,,,,1,,,,,,,,,,
11299,Bethlehem Lutheran Church,,2,,3,1,1,,,,,,,,,
11676,Bethlehem Lutheran Church,1,1,,,1,,,,,,,,Accompaniment experience,$151-165 + tax,Convention Center
11002,Bethlehem Lutheran Church,,1,,,,1,,,,,1,,Accompaniment experience,$151-165 + tax,Superdome
4144,Bethlehem Lutheran Church,,2,,,,2,,,,,1,,Hotel location,$151-165 + tax,Downtown
12097,Bethlehem Lutheran Church,,5,,,,2,,,,,2,1,,,
2211,Bethlehem Lutheran Church,,3,,,1,2,,,,,2,1,Hotel location,$151-165 + tax,French Quarter
13822,Bethlehem Lutheran Church,1,3,,,1,1,,,,,2,2,Hotel location,$151-165 + tax,French Quarter
10388,Bethlehem Lutheran Church,1,5,,,1,1,,,,,3,,Hotel location,$166-185 + tax,Downtown
2401,Bethlehem Lutheran Church,6,,,,1,1,,,,,3,1,Hotel location,$151-165 + tax,French Quarter
11335,Bethlehem Lutheran Church,1,4,,,,3,,,,,3,2,Hotel location,$166-185 + tax,Downtown
12139,Bethlehem Lutheran Church,5,3,,,,3,,,,,4,,,,
12584,Bethlehem Lutheran Church,7,3,,,,3,,,,,4,1,Accompaniment experience,$151-165 + tax,French Quarter
6533,Bethlehem Lutheran Church,7,1,,,1,2,,,,,5,,Hotel location,$151-165 + tax,Downtown
11505,Bethlehem Lutheran Church,5,6,,,2,2,,,,,6,,Hotel price,$151-165 + tax,Downtown
3345,Bethlehem Lutheran Church,12,15,,,4,2,,,,,7,,Hotel location,$166-185 + tax,French Quarter
11678,Bethlehem Lutheran Church,10,12,,,,7,,,,,10,,Hotel location,$151-165 + tax,Downtown
13493,Bethlehem Lutheran Church,17,32,,,2,5,,,,,17,4,Accompaniment experience,$151-165 + tax,Downtown
14790,Bonnet Prairie Lutheran Church,1,,,1,,1,,,,,1,,Hotel location,$166-185 + tax,French Quarter
16455,Bread Of Life Lutheran Church,2,7,,,1,1,,,,,4,,Accompaniment experience,$151-165 + tax,French Quarter
11459,Breckenridge Lutheran Church,2,10,,,,4,,,,,6,,Hotel location,$151-165 + tax,Downtown
10862,Burr Oak Lutheran Church,2,,,,,1,,,3,,,,,,
1318,Calvary Evangelical Lutheran Church,,2,,,2,1,,,,,2,,Accompaniment experience,$140-150 + tax,
11622,Calvary Lutheran Church,1,2,,,,1,,,,,,,,,
13676,Calvary Lutheran Church,7,12,,,2,2,,,,,,,,,
14430,Calvary Lutheran Church,3,8,,,1,4,,,,,,,,,
4512,Calvary Lutheran Church,1,1,,,1,1,,,,,2,,Accompaniment experience,$166-185 + tax,Downtown
2054,Calvary Lutheran Church,,4,,,,2,,,,,2,,Hotel location,$166-185 + tax,French Quarter
4165,Calvary Lutheran Church,3,6,,,1,2,,,,,2,2,Hotel location,$166-185 + tax,Downtown
12354,Calvary Lutheran Church,18,12,,,2,4,,,,,15,,Hotel location,$166-185 + tax,Downtown
14126,Calvary Lutheran Church,18,16,,,3,3,,,,,15,3,Accompaniment experience,$151-165 + tax,Superdome
13530,Canton Lutheran Church,8,13,,,1,4,,,,,6,3,Hotel location,$151-165 + tax,Downtown
30559,Capitol Hill Lutheran Church,1,1,,,,2,,,,,4,,Accompaniment experience,$151-165 + tax,Convention Center
16203,Celebration Lutheran Church,,2,,,1,,,,,,1,1,Hotel location,$166-185 + tax,Convention Center
11734,Central Freeborn Lutheran Church,2,1,,,1,1,,,,,2,,Hotel price,$140-150 + tax,French Quarter
11822,Central Lutheran Church,1,4,,2,2,2,,,,,,,,,
14662,Central Lutheran Church,1,8,,,,3,,,,,4,,Hotel location,$151-165 + tax,Superdome
11972,Central Lutheran Church,6,3,,,1,2,,,,,5,,Hotel location,$151-165 + tax,Convention Center
11729,Chatfield Lutheran Church,2,5,,,,2,,,,,2,2,Hotel location,$151-165 + tax,Convention Center
30236,"Christ Community Church, ELCA",3,,,,1,1,,,,,1,1,Accompaniment experience,$166-185 + tax,Downtown
14242,Christ Lutheran Church,7,4,,,1,3,,,,,,,,,
14472,Christ Lutheran Church,2,2,,,,3,,,,,1,2,Hotel location,$140-150 + tax,French Quarter
510,Christ Lutheran Church,,2,,,,2,,,,,2,,Hotel location,$151-165 + tax,Superdome
10244,Christ Lutheran Church,3,3,,,1,1,,,,,2,,Hotel location,$151-165 + tax,Convention Center
14035,Christ Lutheran Church,2,3,,,1,1,,,,,2,,Hotel location,$151-165 + tax,Superdome
14139,Christ Lutheran Church,1,3,,,1,1,,,,,2,2,Accompaniment experience,$151-165 + tax,Convention Center
585,Christ Lutheran Church,4,3,,,2,1,,,,,2,2,Hotel location,$166-185 + tax,French Quarter
13000,Christ Lutheran Church,3,2,,,1,2,,,,,3,,,,
405,Christ Lutheran Church,3,3,,,3,1,,,,,3,2,Hotel location,$151-165 + tax,Downtown
6029,Christ Lutheran Church,2,5,,,2,1,,,,,3,2,Hotel location,$166-185 + tax,Superdome
30063,Christ Lutheran Church,5,3,,,1,2,,,,,3,2,Hotel location,$151-165 + tax,Convention Center
698,Christ Lutheran Church,2,7,,,,2,,,,,4,,Accompaniment experience,$166-185 + tax,Downtown
2666,Christ Lutheran Church,7,3,,,3,2,,,,2,4,1,Hotel location,$151-165 + tax,French Quarter
3290,Christ Lutheran Church,3,5,,,,2,,,,,4,1,Hotel location,$166-185 + tax,Superdome
20170,Christ Lutheran Church,5,1,,,1,2,,,,,4,1,Hotel location,$140-150 + tax,Downtown
7448,Christ Lutheran Church,1,5,,1,2,1,,,,,4,1,Hotel price,$140-150 + tax,Superdome
10329,Christ Lutheran Church,5,6,,,2,1,,,,,5,,Accompaniment experience,$151-165 + tax,Downtown
14074,Christ Lutheran Church,4,5,,,1,2,,,,,5,1,Accompaniment experience,$166-185 + tax,Downtown
10808,Christ Lutheran Church,3,10,,2,2,3,,,,,5,1,Hotel location,$166-185 + tax,Superdome
14810,Christ Lutheran Church,5,9,,,1,3,,,,,5,2,Hotel location,$140-150 + tax,French Quarter
4178,Christ Lutheran Church,7,20,,,3,7,,,,2,7,5,Hotel location,,Superdome
14105,Christ Lutheran Church - Dallas,2,5,,,1,1,,,,,2,3,Hotel price,$151-165 + tax,Downtown
7727,Christ Our Redeemer Lutheran Church,2,3,,,1,1,,,,,3,1,Hotel location,$151-165 + tax,Downtown
7404,Christ Our Shepherd Lutheran Church,7,3,,,2,1,,,,,5,,Hotel location,$166-185 + tax,Downtown
12140,Christ The King Lutheran Church,1,4,,,,2,,,,,,,,,
14659,Christ The King Lutheran Church,,2,,,,1,,,,,2,,Accompaniment experience,$151-165 + tax,Downtown
7648,Christ The King Lutheran Church,2,1,,,1,1,,,,,2,,Hotel location,$166-185 + tax,Convention Center
5959,Christ The King Lutheran Church,3,3,,1,1,1,,,,,3,2,Accompaniment experience,$151-165 + tax,Downtown
11005,Christ The King Lutheran Church,3,8,,,2,3,,,,,3,2,Accompaniment experience,$151-165 + tax,Superdome
4851,Christ The King Lutheran Church,3,7,,,1,2,,,,,4,,Hotel location,$151-165 + tax,Convention Center
7651,Christ The King Lutheran Church,2,4,,,2,1,,,,,5,,Accompaniment experience,$166-185 + tax,French Quarter
7610,Christ the King Lutheran Church,5,8,,,5,3,,,,,5,,Hotel price,$140-150 + tax,Superdome
11825,Christ The King Lutheran Church,8,6,,,3,3,,,,,6,,Hotel location,$151-165 + tax,Downtown
7636,Christ The King Lutheran Church,8,3,,,1,2,,,,,6,,Hotel price,$151-165 + tax,Superdome
4096,Christ The King Lutheran Church,9,9,,,2,2,,,,,8,,Accompaniment experience,$166-185 + tax,Downtown
7325,Christ The Redeemer Lutheran Church,8,,,,1,1,,,,,2,2,Hotel location,$166-185 + tax,Downtown
31372,Christ The River Of Life Lutheran Church,8,5,,,2,2,,,17,,3,3,Hotel location,$166-185 + tax,Convention Center
7644,Christ The Savior Lutheran Church,,7,,,,3,,,,,4,,Accompaniment experience,$166-185 + tax,Downtown
6709,Christ The Servant Lutheran Church,1,3,,,1,2,,,,,3,,Accompaniment experience,$151-165 + tax,French Quarter
5197,Christ The Shepherd Lutheran Church,,,,,,1,,,1,,1,2,Hotel price,$140-150 + tax,Convention Center
1281,Christ's Evangelical Lutheran Church,,5,,,,4,,,,,3,,Hotel location,$140-150 + tax,Downtown
7469,Christus Victor Lutheran Church,3,,,,1,1,,,,,1,2,Hotel location,$166-185 + tax,Downtown
7571,Christus Victor Lutheran Church,2,3,,,1,1,,,,,2,2,Accompaniment experience,$151-165 + tax,Convention Center
3225,Christus Victor Lutheran Church,11,3,,3,2,3,,,2,2,4,4,Hotel location,$151-165 + tax,Downtown
20206,"Church Of Our Saviour, Lutheran",,1,,,,1,,,,,1,,Hotel location,$151-165 + tax,Downtown
7474,Community In Christ Lutheran Church,4,4,,,1,2,,,,,3,1,Hotel location,$151-165 + tax,Superdome
10516,Community Lutheran Church,4,7,,,,3,,,,,5,,Hotel location,$151-165 + tax,Downtown
5247,Community Presbyterian Church,2,4,,,,3,,,,,2,1,Hotel location,$166-185 + tax,Downtown
11470,Comstock Lutheran Church,1,3,,,1,2,,,,,4,,Hotel location,$151-165 + tax,Downtown
11509,Concordia Lutheran Church,4,10,,,2,2,,,,,6,,Hotel location,$151-165 + tax,French Quarter
30851,Cristo Rey Lutheran Church,1,7,,,2,,,,9,,2,2,Hotel location,$151-165 + tax,Downtown
3214,Cross Of Calvary Lutheran Church,3,7,,,1,2,,,,,3,2,Hotel location,$166-185 + tax,Convention Center
30542,Cross of Grace Lutheran Church,5,8,,,2,1,,,,,5,1,Hotel location,$166-185 + tax,Downtown
5870,Cross of Life Lutheran Church,8,5,,,2,1,,,,,5,1,,,
11997,Crow River Lutheran Church,1,,,,,1,,,,,,,,,
11728,Crown of Glory Lutheran Church,2,,,,1,,,,,,,,,,
10906,Decorah Lutheran Church,31,45,,,8,13,,,3,,33,7,Accompaniment experience,$166-185 + tax,Convention Center
14708,Dekorra Lutheran Church,1,3,,,1,3,,,,,1,4,Accompaniment experience,$151-165 + tax,French Quarter
11485,Dilworth Lutheran Church,9,19,,,1,8,,,,,,,,,
4857,Ebenezer Lutheran Church,,3,,,,2,,,,,1,1,Hotel location,$140-150 + tax,Downtown
5598,Ebenezer Lutheran Church,1,2,,,,2,,,,,2,2,Hotel location,$166-185 + tax,Superdome
1829,Edgebrook Lutheran Church,3,3,,1,1,1,,,,,4,2,Hotel location,$151-165 + tax,Downtown
13925,Elim Lutheran Church,3,1,,,1,2,,,,,5,,Accompaniment experience,$151-165 + tax,Downtown
2461,Emanuel Lutheran Church,1,1,,,1,1,,,,,1,2,,,
11324,Emanuel Lutheran Church,2,3,,,,3,,,,,3,,Hotel price,$140-150 + tax,Downtown
5926,Emanuel Lutheran Church,3,5,,,,4,,,12,,3,2,Hotel price,$140-150 + tax,Downtown
13240,Emanuel Lutheran Church,4,7,,,1,3,,,,,4,1,Hotel location,$151-165 + tax,Superdome
3484,Emanuel Lutheran Church,1,6,,,,1,,,4,,5,1,Accompaniment experience,$166-185 + tax,
14544,Emmanuel Evangelical Lutheran Church,,1,,,1,,,,,,,,,,
1776,Emmanuel Lutheran Church,5,2,,,1,,,,,,,,,,
3343,Emmanuel Lutheran Church,2,2,,,1,,,,,,2,1,Hotel location,$166-185 + tax,Downtown
13296,Emmanuel Lutheran Church,4,2,,,1,1,,,,,2,2,Hotel location,$166-185 + tax,Superdome
3556,Emmanuel Lutheran Church,1,4,,,,2,,,,,3,,Hotel price,$151-165 + tax,Superdome
6101,Emmanuel Lutheran Church,3,3,,,2,2,,,,,4,,,,
1762,Emmanuel Lutheran Church,4,4,,,1,1,,,,,4,,Hotel location,$151-165 + tax,Downtown
2926,Emmanuel Lutheran Church,2,3,,,1,1,,,,,4,,Hotel location,$151-165 + tax,French Quarter
16009,Emmanuel Lutheran Church,10,10,,,2,4,,,,,4,2,Hotel location,$151-165 + tax,Superdome
